"atlas_block","sr_total","sr_Atlas1","sr_Atlas2","sr_diff","sr_diff_z"
"4508981NW",84,24,83,59,0.759455992898383
"4508981SE",62,42,36,-6,-1.16248560039834
"4508981SW",86,77,56,-21,-1.60601058346681
"4508982CE",121,96,98,2,-0.925938942761816
"4508982CW",66,5,63,58,0.729887660693818
"4508982NE",42,1,42,41,0.227226013216214
"4508982NW",73,5,73,68,1.02557098273947
"4508982SW",69,31,63,32,-0.0388889766248696
"4508983CE",139,135,112,-23,-1.66514724787594
"4508983CW",43,17,32,15,-0.541550624102473
"4508983NE",45,4,42,38,0.13852101660252
"4508983SE",59,4,56,52,0.552477667466428
"4508984CE",113,105,85,-20,-1.57644225126224
"4508984NE",46,5,45,40,0.19765768101165
"4508984SE",68,1,67,66,0.966434318330337
"4508984SW",7,1,6,5,-0.837233946148122
"4508985CE",101,94,75,-19,-1.54687391905768
"4508985NE",40,1,39,38,0.13852101660252
"4508985NW",49,1,49,48,0.434204338648169
"4508985SW",33,16,26,10,-0.689392285125297
"4508986CE",112,94,90,-4,-1.10334893598921
"4508986CW",58,4,58,54,0.611614331875558
"4508986SE",80,1,80,79,1.35082263698968
"4508986SW",47,6,43,37,0.108952684397955
"4508987CE",93,76,72,-4,-1.10334893598921
"4508987CW",37,1,37,36,0.07938435219339
"4508987SE",17,1,17,16,-0.511982291897908
"4508988CE",108,92,80,-12,-1.33989559362572
"4508988CW",39,1,39,38,0.13852101660252
"4508988NE",51,2,50,48,0.434204338648169
"4508988SW",51,5,51,46,0.375067674239039
"4509011CE",91,67,80,13,-0.600687288511602
"4509012CE",92,76,85,9,-0.718960617329862
"4509012SW",35,1,34,33,-0.0093206444203047
"4509013CE",97,68,90,22,-0.334572298670519
"4509013CW",10,3,7,4,-0.866802278352687
"4509013SW",66,51,47,-4,-1.10334893598921
"4509014CE",97,67,90,23,-0.305003966465954
"4509014NE",61,1,61,60,0.789024325102947
"4509014SW",43,6,38,32,-0.0388889766248696
"4509015CE",111,72,105,33,-0.0093206444203047
"4509016CE",110,88,95,7,-0.778097281738992
"4509016NW",46,3,46,43,0.286362677625344
"4509017CE",96,73,91,18,-0.452845627488778
"4509018CE",92,66,86,20,-0.393708963079648
"4509021CE",87,56,76,20,-0.393708963079648
"4509021CW",45,1,44,43,0.286362677625344
"4509022CE",98,79,88,9,-0.718960617329862
"4509023CE",107,80,95,15,-0.541550624102473
"4509023CW",46,1,46,45,0.345499342034474
"4509023NE",29,1,28,27,-0.186730637647694
"4509023SE",35,2,33,31,-0.0684573088294345
"4509023SW",3,2,1,-1,-1.01464393937551
"4509024CE",103,87,86,-1,-1.01464393937551
"4509024CW",46,1,45,44,0.315931009829909
"4509025CE",96,75,83,8,-0.748528949534427
"4509025CW",48,5,46,41,0.227226013216214
"4509025NW",22,1,21,20,-0.393708963079648
"4509025SE",42,1,41,40,0.19765768101165
"4509025SW",4,3,1,-2,-1.04421227158008
"4509026CE",96,62,84,22,-0.334572298670519
"4509026CW",93,12,92,80,1.38039096919425
"4509026NE",34,2,32,30,-0.0980256410339994
"4509026NW",73,7,70,63,0.877729321716642
"4509027CE",107,87,94,7,-0.778097281738992
"4509027NW",118,89,104,15,-0.541550624102473
"4509027SE",60,1,59,58,0.729887660693818
"4509027SW",2,1,1,0,-0.985075607170946
"4509028CE",86,76,72,-4,-1.10334893598921
"4509028CW",47,4,44,40,0.19765768101165
"4509028SE",42,1,41,40,0.19765768101165
"4509031CE",83,67,77,10,-0.689392285125297
"4509032CE",108,75,104,29,-0.127593973238564
"4509032CW",60,1,60,59,0.759455992898383
"4509033CE",102,77,92,15,-0.541550624102473
"4509033SE",5,1,4,3,-0.896370610557251
"4509034CE",95,77,84,7,-0.778097281738992
"4509034CW",82,1,81,80,1.38039096919425
"4509034NE",54,2,52,50,0.493341003057298
"4509034NW",66,1,65,64,0.907297653921207
"4509035CE",85,68,74,6,-0.807665613943557
"4509035SW",33,1,32,31,-0.0684573088294345
"4509036CE",90,78,70,-8,-1.22162226480747
"4509036SW",38,3,35,32,-0.0388889766248696
"4509037CE",106,85,94,9,-0.718960617329862
"4509038CE",110,78,101,23,-0.305003966465954
"4509041CE",95,68,86,18,-0.452845627488778
"4509042CE",98,70,86,16,-0.511982291897908
"4509042SE",40,2,38,36,0.07938435219339
"4509043CE",109,64,107,43,0.286362677625344
"4509043CW",38,1,38,37,0.108952684397955
"4509044CE",96,72,91,19,-0.423277295284213
"4509045CE",92,63,82,19,-0.423277295284213
"4509045NE",39,1,38,37,0.108952684397955
"4509046CE",91,77,81,4,-0.866802278352687
"4509047CE",104,93,87,-6,-1.16248560039834
"4509048CE",106,79,96,17,-0.482413959693343
"4509048NE",43,3,42,39,0.168089348807085
"4509051CE",107,87,88,1,-0.955507274966381
"4509052CE",92,69,84,15,-0.541550624102473
"4509053CE",105,71,97,26,-0.216298969852259
"4509053CW",2,1,1,0,-0.985075607170946
"4509053NW",33,2,33,31,-0.0684573088294345
"4509053SW",31,1,30,29,-0.127593973238564
"4509054CE",87,66,80,14,-0.571118956307038
"4509054CW",39,4,37,33,-0.0093206444203047
"4509054NW",83,2,82,80,1.38039096919425
"4509055CE",89,68,86,18,-0.452845627488778
"4509055SE",3,2,1,-1,-1.01464393937551
"4509056CE",100,66,93,27,-0.186730637647694
"4509056CW",38,5,35,30,-0.0980256410339994
"4509056NW",94,2,94,92,1.73521095564902
"4509056SE",2,1,1,0,-0.985075607170946
"4509056SW",60,1,60,59,0.759455992898383
"4509057CE",96,79,86,7,-0.778097281738992
"4509057NE",44,1,43,42,0.256794345420779
"4509057SE",29,1,29,28,-0.157162305443129
"4509058CE",111,83,95,12,-0.630255620716167
"4509058CW",63,34,39,5,-0.837233946148122
"4509058NE",14,8,6,-2,-1.04421227158008
"4509058SW",48,5,45,40,0.19765768101165
"4509061CE",81,61,69,8,-0.748528949534427
"4509061NE",41,33,23,-10,-1.2807589292166
"4509061SW",10,8,2,-6,-1.16248560039834
"4509062CE",99,73,86,13,-0.600687288511602
"4509063CE",119,97,102,5,-0.837233946148122
"4509063NE",42,3,41,38,0.13852101660252
"4509063NW",73,1,73,72,1.14384431155773
"4509064CE",115,100,99,-1,-1.01464393937551
"4509064CW",58,3,57,54,0.611614331875558
"4509064NW",4,3,2,-1,-1.01464393937551
"4509065CE",117,104,97,-7,-1.1920539326029
"4509066CE",101,84,82,-2,-1.04421227158008
"4509066CW",58,2,57,55,0.641182664080123
"4509066NE",99,1,99,98,1.91262094887641
"4509066SE",33,5,29,24,-0.275435634261389
"4509066SW",69,3,67,64,0.907297653921207
"4509067CE",88,72,76,4,-0.866802278352687
"4509067NE",68,54,43,-11,-1.31032726142116
"4509067SE",61,43,46,3,-0.896370610557251
"4509068CE",78,47,69,22,-0.334572298670519
"4509071CE",86,75,66,-9,-1.25119059701203
"4509071SE",21,17,5,-12,-1.33989559362572
"4509072CE",102,84,88,4,-0.866802278352687
"4509072CW",15,4,11,7,-0.778097281738992
"4509072NE",108,90,91,1,-0.955507274966381
"4509072SE",4,1,3,2,-0.925938942761816
"4509073CE",97,75,82,7,-0.778097281738992
"4509073NE",19,1,18,17,-0.482413959693343
"4509073NW",67,2,65,63,0.877729321716642
"4509074CE",109,93,89,-4,-1.10334893598921
"4509074NE",96,1,96,95,1.82391595226272
"4509074NW",28,1,27,26,-0.216298969852259
"4509075CE",114,98,93,-5,-1.13291726819377
"4509075CW",42,1,42,41,0.227226013216214
"4509075NW",71,40,55,15,-0.541550624102473
"4509076CE",110,89,99,10,-0.689392285125297
"4509076CW",46,37,26,-11,-1.31032726142116
"4509076NE",52,52,1,-51,-2.49306054960376
"4509076NW",68,58,38,-20,-1.57644225126224
"4509076SE",105,7,105,98,1.91262094887641
"4509076SW",84,3,83,80,1.38039096919425
"4509077CE",92,69,77,8,-0.748528949534427
"4509077NW",38,1,37,36,0.07938435219339
"4509077SE",70,50,43,-7,-1.1920539326029
"4509078CE",112,84,85,1,-0.955507274966381
"4509078CW",92,92,7,-85,-3.49838384455896
"4509081CE",99,87,85,-2,-1.04421227158008
"4509081CW",35,2,33,31,-0.0684573088294345
"4509081SE",68,4,68,64,0.907297653921207
"4509081SW",2,1,2,1,-0.955507274966381
"4509082CE",114,92,100,8,-0.748528949534427
"4509082NE",47,1,47,46,0.375067674239039
"4509082NW",4,1,3,2,-0.925938942761816
"4509082SE",52,6,48,42,0.256794345420779
"4509082SW",2,1,1,0,-0.985075607170946
"4509083CE",107,90,91,1,-0.955507274966381
"4509083CW",43,1,43,42,0.256794345420779
"4509083NW",19,3,17,14,-0.571118956307038
"4509084CE",111,94,89,-5,-1.13291726819377
"4509084NE",55,27,44,17,-0.482413959693343
"4509084SE",39,3,37,34,0.0202476877842602
"4509084SW",56,55,1,-54,-2.58176554621745
"4509085CE",126,99,108,9,-0.718960617329862
"4509085NE",70,1,70,69,1.05513931494403
"4509085SE",59,44,40,-4,-1.10334893598921
"4509086CE",107,97,81,-16,-1.45816892244398
"4509086CW",44,1,43,42,0.256794345420779
"4509086SE",56,39,42,3,-0.896370610557251
"4509086SW",2,1,1,0,-0.985075607170946
"4509087CE",95,85,69,-16,-1.45816892244398
"4509087NE",38,1,38,37,0.108952684397955
"4509087SE",39,6,35,29,-0.127593973238564
"4509087SW",19,4,17,13,-0.600687288511602
"4509088CE",127,119,91,-28,-1.81298890889876
"4509088CW",47,1,46,45,0.345499342034474
"4509088NE",65,1,64,63,0.877729321716642
"4509088SW",60,38,37,-1,-1.01464393937551
"4509111CE",87,69,76,7,-0.778097281738992
"4509111CW",4,2,2,0,-0.985075607170946
"4509112CE",86,72,64,-8,-1.22162226480747
"4509112CW",42,38,4,-34,-1.99039890212615
"4509112SW",52,2,50,48,0.434204338648169
"4509113CE",105,76,98,22,-0.334572298670519
"4509113SE",90,6,89,83,1.46909596580794
"4509114CE",88,66,80,14,-0.571118956307038
"4509114NE",2,1,1,0,-0.985075607170946
"4509114NW",83,3,83,80,1.38039096919425
"4509115CE",89,66,74,8,-0.748528949534427
"4509116CE",121,71,119,48,0.434204338648169
"4509116SW",59,18,53,35,0.0498160199888251
"4509117CE",99,63,96,33,-0.0093206444203047
"4509117NE",8,2,6,4,-0.866802278352687
"4509117NW",57,2,57,55,0.641182664080123
"4509117SE",8,1,7,6,-0.807665613943557
"4509118CE",85,59,79,20,-0.393708963079648
"4509121CE",77,67,60,-7,-1.1920539326029
"4509121NE",48,1,48,47,0.404636006443604
"4509121NW",12,1,12,11,-0.659823952920732
"4509122CE",99,83,85,2,-0.925938942761816
"4509122CW",58,1,57,56,0.670750996284688
"4509122NW",39,2,37,35,0.0498160199888251
"4509123CE",96,79,81,2,-0.925938942761816
"4509123CW",82,1,82,81,1.40995930139881
"4509123NW",36,5,33,28,-0.157162305443129
"4509123SE",42,2,40,38,0.13852101660252
"4509123SW",2,2,1,-1,-1.01464393937551
"4509124CE",114,95,98,3,-0.896370610557251
"4509124NE",94,5,94,89,1.64650595903533
"4509124NW",21,2,20,18,-0.452845627488778
"4509124SE",38,2,36,34,0.0202476877842602
"4509125CE",86,70,75,5,-0.837233946148122
"4509125CW",71,6,70,64,0.907297653921207
"4509125NW",28,3,26,23,-0.305003966465954
"4509125SE",65,1,64,63,0.877729321716642
"4509126CE",89,72,74,2,-0.925938942761816
"4509127CE",84,64,73,9,-0.718960617329862
"4509128CE",97,70,90,20,-0.393708963079648
"4509131CE",113,70,98,28,-0.157162305443129
"4509131CW",5,3,2,-1,-1.01464393937551
"4509132CE",108,84,94,10,-0.689392285125297
"4509132CW",51,3,50,47,0.404636006443604
"4509132SW",40,4,38,34,0.0202476877842602
"4509133CE",107,86,95,9,-0.718960617329862
"4509133CW",6,3,3,0,-0.985075607170946
"4509133NW",48,1,47,46,0.375067674239039
"4509133SW",52,7,46,39,0.168089348807085
"4509134CE",103,82,91,9,-0.718960617329862
"4509134CW",72,3,71,68,1.02557098273947
"4509134NE",54,3,53,50,0.493341003057298
"4509134SE",55,49,19,-30,-1.87212557330789
"4509134SW",41,6,38,32,-0.0388889766248696
"4509135CE",111,82,101,19,-0.423277295284213
"4509135CW",2,1,1,0,-0.985075607170946
"4509135SW",49,1,48,47,0.404636006443604
"4509136CE",97,66,86,20,-0.393708963079648
"4509136NE",19,1,18,17,-0.482413959693343
"4509136SE",2,1,1,0,-0.985075607170946
"4509137CE",93,69,83,14,-0.571118956307038
"4509138CE",99,71,92,21,-0.364140630875083
"4509141CE",103,74,97,23,-0.305003966465954
"4509141NW",45,1,45,44,0.315931009829909
"4509141SE",43,1,43,42,0.256794345420779
"4509142CE",119,102,102,0,-0.985075607170946
"4509142NE",51,14,43,29,-0.127593973238564
"4509142NW",53,1,53,52,0.552477667466428
"4509142SW",2,1,2,1,-0.955507274966381
"4509143CE",105,92,86,-6,-1.16248560039834
"4509143NW",47,46,1,-45,-2.31565055637637
"4509143SE",39,1,38,37,0.108952684397955
"4509143SW",3,2,2,0,-0.985075607170946
"4509144CE",113,73,107,34,0.0202476877842602
"4509144NW",91,67,85,18,-0.452845627488778
"4509145CE",117,80,111,31,-0.0684573088294345
"4509145NW",2,1,1,0,-0.985075607170946
"4509145SE",44,1,43,42,0.256794345420779
"4509146CE",121,76,118,42,0.256794345420779
"4509146NW",141,9,141,132,2.91794424383162
"4509146SE",48,3,47,44,0.315931009829909
"4509146SW",67,6,63,57,0.700319328489253
"4509147CE",106,81,94,13,-0.600687288511602
"4509147SE",65,1,65,64,0.907297653921207
"4509148CE",113,88,99,11,-0.659823952920732
"4509148SE",43,2,42,40,0.19765768101165
"4509151CE",109,95,86,-9,-1.25119059701203
"4509151NW",78,1,78,77,1.29168597258055
"4509151SE",29,17,17,0,-0.985075607170946
"4509151SW",41,1,40,39,0.168089348807085
"4509152CE",100,83,89,6,-0.807665613943557
"4509152NE",26,1,25,24,-0.275435634261389
"4509152SW",66,1,66,65,0.936865986125772
"4509153CE",119,98,92,-6,-1.16248560039834
"4509153SW",42,9,35,26,-0.216298969852259
"4509154CE",92,80,80,0,-0.985075607170946
"4509155CE",124,78,114,36,0.07938435219339
"4509155CW",31,2,30,28,-0.157162305443129
"4509155NW",88,2,88,86,1.55780096242163
"4509156CE",106,68,96,28,-0.157162305443129
"4509156CW",42,1,41,40,0.19765768101165
"4509156NE",5,4,1,-3,-1.07378060378464
"4509156SW",116,3,116,113,2.35614593194489
"4509157CE",83,7,83,76,1.26211764037599
"4509157NW",94,1,94,93,1.76477928785359
"4509158CE",116,92,104,12,-0.630255620716167
"4509158NE",38,1,37,36,0.07938435219339
"4509158SW",72,2,72,70,1.0847076471486
"4509161CE",83,61,79,18,-0.452845627488778
"4509161NE",36,1,35,34,0.0202476877842602
"4509161SW",31,1,30,29,-0.127593973238564
"4509162CE",103,58,98,40,0.19765768101165
"4509162NW",20,1,20,19,-0.423277295284213
"4509162SW",48,1,48,47,0.404636006443604
"4509163CE",104,76,96,20,-0.393708963079648
"4509164CE",96,71,82,11,-0.659823952920732
"4509164NW",42,16,29,13,-0.600687288511602
"4509164SE",48,2,46,44,0.315931009829909
"4509165CE",122,101,97,-4,-1.10334893598921
"4509165CW",44,2,43,41,0.227226013216214
"4509165NE",82,1,82,81,1.40995930139881
"4509165NW",3,1,3,2,-0.925938942761816
"4509165SE",58,2,58,56,0.670750996284688
"4509165SW",3,1,3,2,-0.925938942761816
"4509166CE",105,76,93,17,-0.482413959693343
"4509166CW",69,1,69,68,1.02557098273947
"4509166NE",139,2,139,137,3.06578590485444
"4509166NW",80,3,80,77,1.29168597258055
"4509167CE",111,75,103,28,-0.157162305443129
"4509167NE",64,3,64,61,0.818592657307512
"4509167SE",50,2,50,48,0.434204338648169
"4509167SW",57,2,56,54,0.611614331875558
"4509168CE",83,64,75,11,-0.659823952920732
"4509168CW",52,1,51,50,0.493341003057298
"4509168NE",54,1,54,53,0.582045999670993
"4509168SW",80,66,55,-11,-1.31032726142116
"4509171CE",120,96,92,-4,-1.10334893598921
"4509171SE",1,1,1,0,-0.985075607170946
"4509172CE",105,89,90,1,-0.955507274966381
"4509172SW",67,1,67,66,0.966434318330337
"4509173CE",96,68,94,26,-0.216298969852259
"4509173CW",5,1,4,3,-0.896370610557251
"4509173NE",44,1,44,43,0.286362677625344
"4509173SE",71,1,71,70,1.0847076471486
"4509174CE",104,90,93,3,-0.896370610557251
"4509174NW",75,3,75,72,1.14384431155773
"4509174SW",37,2,36,34,0.0202476877842602
"4509175CE",113,2,113,111,2.29700926753576
"4509175CW",15,2,13,11,-0.659823952920732
"4509175NE",78,2,77,75,1.23254930817142
"4509175NW",60,1,59,58,0.729887660693818
"4509175SE",38,5,37,32,-0.0388889766248696
"4509175SW",72,1,72,71,1.11427597935316
"4509176CE",91,53,86,33,-0.0093206444203047
"4509176CW",2,1,1,0,-0.985075607170946
"4509176NW",50,1,49,48,0.434204338648169
"4509176SE",74,1,74,73,1.17341264376229
"4509176SW",51,1,50,49,0.463772670852734
"4509177CE",102,82,89,7,-0.778097281738992
"4509177CW",83,4,83,79,1.35082263698968
"4509177NE",49,1,48,47,0.404636006443604
"4509177NW",41,3,40,37,0.108952684397955
"4509177SW",60,1,60,59,0.759455992898383
"4509178CE",112,93,94,1,-0.955507274966381
"4509178CW",62,5,62,57,0.700319328489253
"4509178NE",2,1,1,0,-0.985075607170946
"4509178NW",48,1,48,47,0.404636006443604
"4509178SW",65,2,64,62,0.848160989512077
"4509181CE",116,102,89,-13,-1.36946392583029
"4509181CW",34,1,33,32,-0.0388889766248696
"4509181NE",33,1,32,31,-0.0684573088294345
"4509181SE",38,1,37,36,0.07938435219339
"4509181SW",29,2,29,27,-0.186730637647694
"4509182CE",93,3,93,90,1.67607429123989
"4509182CW",57,3,57,54,0.611614331875558
"4509182NE",36,2,36,34,0.0202476877842602
"4509182NW",3,1,2,1,-0.955507274966381
"4509182SE",37,1,36,35,0.0498160199888251
"4509182SW",43,4,43,39,0.168089348807085
"4509183CE",91,71,82,11,-0.659823952920732
"4509183CW",35,3,33,30,-0.0980256410339994
"4509183NE",39,2,39,37,0.108952684397955
"4509183NW",15,1,14,13,-0.600687288511602
"4509183SE",54,1,54,53,0.582045999670993
"4509183SW",40,1,39,38,0.13852101660252
"4509184CE",86,68,73,5,-0.837233946148122
"4509184CW",76,2,76,74,1.20298097596686
"4509184NW",14,2,13,11,-0.659823952920732
"4509185CE",113,93,100,7,-0.778097281738992
"4509185NE",78,48,62,14,-0.571118956307038
"4509185NW",51,1,51,50,0.493341003057298
"4509186CE",98,76,83,7,-0.778097281738992
"4509186CW",35,1,34,33,-0.0093206444203047
"4509186NE",59,1,59,58,0.729887660693818
"4509186NW",3,1,2,1,-0.955507274966381
"4509186SE",35,1,35,34,0.0202476877842602
"4509187CE",93,73,81,8,-0.748528949534427
"4509187NE",35,1,35,34,0.0202476877842602
"4509187NW",13,1,13,12,-0.630255620716167
"4509187SE",62,2,61,59,0.759455992898383
"4509187SW",65,5,64,59,0.759455992898383
"4509188CE",105,69,93,24,-0.275435634261389
"4509188CW",47,2,46,44,0.315931009829909
"4509188NW",47,2,45,43,0.286362677625344
"4509211CE",106,66,103,37,0.108952684397955
"4509211SW",50,1,50,49,0.463772670852734
"4509212CE",107,87,97,10,-0.689392285125297
"4509213CE",85,61,80,19,-0.423277295284213
"4509214CE",113,80,98,18,-0.452845627488778
"4509214NW",52,1,51,50,0.493341003057298
"4509214SE",56,1,55,54,0.611614331875558
"4509215CE",99,74,93,19,-0.423277295284213
"4509215CW",79,5,78,73,1.17341264376229
"4509215NW",54,1,54,53,0.582045999670993
"4509215SE",66,2,65,63,0.877729321716642
"4509215SW",137,2,137,135,3.00664924044531
"4509216CE",100,67,93,26,-0.216298969852259
"4509216SE",113,3,111,108,2.20830427092206
"4509216SW",133,79,130,51,0.522909335261863
"4509217CE",97,73,89,16,-0.511982291897908
"4509221CE",93,72,85,13,-0.600687288511602
"4509222CE",87,68,82,14,-0.571118956307038
"4509223CE",110,79,101,22,-0.334572298670519
"4509223CW",113,102,91,-11,-1.31032726142116
"4509223NW",31,1,30,29,-0.127593973238564
"4509223SW",24,1,24,23,-0.305003966465954
"4509224CE",102,77,89,12,-0.630255620716167
"4509224CW",129,7,128,121,2.59269258958141
"4509224NW",66,1,65,64,0.907297653921207
"4509224SE",52,1,51,50,0.493341003057298
"4509225CE",117,67,105,38,0.13852101660252
"4509225CW",63,3,60,57,0.700319328489253
"4509225NW",5,1,4,3,-0.896370610557251
"4509226CE",120,92,107,15,-0.541550624102473
"4509226CW",65,5,63,58,0.729887660693818
"4509226NE",45,2,45,43,0.286362677625344
"4509226NW",127,12,127,115,2.41528259635402
"4509226SE",42,1,41,40,0.19765768101165
"4509226SW",74,2,72,70,1.0847076471486
"4509227CE",87,56,71,15,-0.541550624102473
"4509231CE",101,73,99,26,-0.216298969852259
"4509231NW",50,1,50,49,0.463772670852734
"4509232CE",99,68,95,27,-0.186730637647694
"4509233CE",106,71,103,32,-0.0388889766248696
"4509233CW",92,3,92,89,1.64650595903533
"4509233SW",80,2,80,78,1.32125430478512
"4509234CE",102,66,95,29,-0.127593973238564
"4509234NE",68,1,68,67,0.996002650534902
"4509235CE",124,77,120,43,0.286362677625344
"4509236CE",105,85,90,5,-0.837233946148122
"4509236NE",80,5,79,74,1.20298097596686
"4509236SW",50,1,49,48,0.434204338648169
"4509237SE",40,2,39,37,0.108952684397955
"4509241CE",101,79,93,14,-0.571118956307038
"4509241SE",53,2,51,49,0.463772670852734
"4509242CE",101,75,95,20,-0.393708963079648
"4509242CW",55,1,54,53,0.582045999670993
"4509242SW",97,1,97,96,1.85348428446728
"4509243CE",112,81,103,22,-0.334572298670519
"4509243CW",58,4,56,52,0.552477667466428
"4509243NE",85,3,84,81,1.40995930139881
"4509243NW",9,1,8,7,-0.778097281738992
"4509243SW",45,4,43,39,0.168089348807085
"4509244CE",122,77,110,33,-0.0093206444203047
"4509244NW",119,1,119,118,2.50398759296771
"4509245CE",108,64,104,40,0.19765768101165
"4509246SE",133,5,133,128,2.79967091501336
"4509251CE",104,87,89,2,-0.925938942761816
"4509251CW",63,5,61,56,0.670750996284688
"4509251NW",65,1,65,64,0.907297653921207
"4509251SE",76,3,74,71,1.11427597935316
"4509252CE",100,62,95,33,-0.0093206444203047
"4509252NW",67,1,66,65,0.936865986125772
"4509253CE",105,68,102,34,0.0202476877842602
"4509253CW",2,1,2,1,-0.955507274966381
"4509253NE",48,1,47,46,0.375067674239039
"4509253SE",63,1,62,61,0.818592657307512
"4509253SW",59,3,58,55,0.641182664080123
"4509254CE",108,76,102,26,-0.216298969852259
"4509254NE",113,2,113,111,2.29700926753576
"4509254NW",67,1,66,65,0.936865986125772
"4509255CE",88,67,73,6,-0.807665613943557
"4509255NW",66,1,66,65,0.936865986125772
"4509256CE",113,66,109,43,0.286362677625344
"4509256NE",20,1,20,19,-0.423277295284213
"4509256NW",47,1,46,45,0.345499342034474
"4509257NE",49,1,48,47,0.404636006443604
"4509261CE",93,71,85,14,-0.571118956307038
"4509261NE",47,1,46,45,0.345499342034474
"4509261SE",47,2,45,43,0.286362677625344
"4509262CE",96,68,90,22,-0.334572298670519
"4509262NE",42,1,42,41,0.227226013216214
"4509262SW",10,1,9,8,-0.748528949534427
"4509263CE",119,70,118,48,0.434204338648169
"4509263SE",79,1,79,78,1.32125430478512
"4509264CE",102,64,93,29,-0.127593973238564
"4509264SW",45,1,45,44,0.315931009829909
"4509265CE",112,78,104,26,-0.216298969852259
"4509265CW",88,4,88,84,1.4986642980125
"4509265NE",55,2,55,53,0.582045999670993
"4509265SW",79,1,78,77,1.29168597258055
"4509266CE",125,76,121,45,0.345499342034474
"4509266CW",112,6,111,105,2.11959927430837
"4509266NW",90,6,90,84,1.4986642980125
"4509267CE",117,92,105,13,-0.600687288511602
"4509267NE",130,116,114,-2,-1.04421227158008
"4509267NW",89,87,32,-55,-2.61133387842202
"4509271CE",106,78,102,24,-0.275435634261389
"4509271NE",2,1,2,1,-0.955507274966381
"4509271NW",44,2,43,41,0.227226013216214
"4509272CE",113,80,108,28,-0.157162305443129
"4509272CW",14,12,2,-10,-1.2807589292166
"4509272NW",34,1,34,33,-0.0093206444203047
"4509272SE",60,6,55,49,0.463772670852734
"4509272SW",81,5,79,74,1.20298097596686
"4509273CE",107,88,87,-1,-1.01464393937551
"4509273NW",54,1,54,53,0.582045999670993
"4509273SW",60,1,60,59,0.759455992898383
"4509274CE",120,95,99,4,-0.866802278352687
"4509274CW",26,1,25,24,-0.275435634261389
"4509274NW",68,2,68,66,0.966434318330337
"4509274SW",47,1,47,46,0.375067674239039
"4509275CE",101,78,93,15,-0.541550624102473
"4509275CW",34,5,29,24,-0.275435634261389
"4509275NE",43,1,42,41,0.227226013216214
"4509275NW",126,9,125,116,2.44485092855858
"4509275SW",66,1,66,65,0.936865986125772
"4509276CE",173,78,169,91,1.70564262344446
"4509276NE",137,5,137,132,2.91794424383162
"4509276NW",70,8,68,60,0.789024325102947
"4509277CE",28,1,28,27,-0.186730637647694
"4509277SE",94,1,94,93,1.76477928785359
"4509281CE",98,79,76,-3,-1.07378060378464
"4509281NE",41,2,39,37,0.108952684397955
"4509281NW",32,1,32,31,-0.0684573088294345
"4509281SE",55,2,54,52,0.552477667466428
"4509281SW",6,2,6,4,-0.866802278352687
"4509282CE",90,66,64,-2,-1.04421227158008
"4509282CW",46,1,46,45,0.345499342034474
"4509282NE",71,2,70,68,1.02557098273947
"4509282NW",12,1,11,10,-0.689392285125297
"4509282SE",45,6,39,33,-0.0093206444203047
"4509282SW",51,1,51,50,0.493341003057298
"4509283CE",87,72,72,0,-0.985075607170946
"4509283CW",58,3,56,53,0.582045999670993
"4509283NE",40,3,39,36,0.07938435219339
"4509283NW",88,1,88,87,1.5873692946262
"4509283SE",43,1,42,41,0.227226013216214
"4509284CE",112,93,96,3,-0.896370610557251
"4509284NE",60,3,57,54,0.611614331875558
"4509284NW",53,1,53,52,0.552477667466428
"4509284SW",53,1,52,51,0.522909335261863
"4509285CE",122,97,105,8,-0.748528949534427
"4509285CW",60,1,60,59,0.759455992898383
"4509285SW",117,74,113,39,0.168089348807085
"4509286CE",59,28,52,24,-0.275435634261389
"4509286SE",146,98,141,43,0.286362677625344
"4509286SW",37,1,37,36,0.07938435219339
"4608815SE",81,1,80,79,1.35082263698968
"4608815SW",52,29,43,14,-0.571118956307038
"4608816SW",72,18,70,52,0.552477667466428
"4608817SW",54,9,50,41,0.227226013216214
"4608818CE",85,60,77,17,-0.482413959693343
"4608818CW",17,7,11,4,-0.866802278352687
"4608818SE",65,43,43,0,-0.985075607170946
"4608818SW",45,11,42,31,-0.0684573088294345
"4608911CE",124,100,108,8,-0.748528949534427
"4608911CW",64,52,32,-20,-1.57644225126224
"4608911NE",23,15,12,-3,-1.07378060378464
"4608911NW",78,35,70,35,0.0498160199888251
"4608911SE",19,13,7,-6,-1.16248560039834
"4608911SW",82,47,69,22,-0.334572298670519
"4608912CE",104,91,79,-12,-1.33989559362572
"4608912CW",96,49,90,41,0.227226013216214
"4608912NE",107,31,106,75,1.23254930817142
"4608912NW",48,1,47,46,0.375067674239039
"4608912SE",37,5,34,29,-0.127593973238564
"4608912SW",33,2,31,29,-0.127593973238564
"4608913CE",127,117,106,-11,-1.31032726142116
"4608913CW",95,76,82,6,-0.807665613943557
"4608913NW",64,1,63,62,0.848160989512077
"4608913SE",81,10,81,71,1.11427597935316
"4608914CE",107,88,89,1,-0.955507274966381
"4608914CW",63,1,62,61,0.818592657307512
"4608914NE",19,13,9,-4,-1.10334893598921
"4608914NW",52,46,41,-5,-1.13291726819377
"4608914SE",49,1,48,47,0.404636006443604
"4608914SW",90,9,88,79,1.35082263698968
"4608915CE",104,96,82,-14,-1.39903225803485
