atlas_block,checklists_Atlas2,checklists_Atlas1,checklists_total,mins_Atlas2,mins_Atlas1,mins_total,mins_diff,mins_diff_z,sr_total,sr_Atlas1,sr_Atlas2,sr_diff,sr_diff_z
4209067SE,1,1,2,0,0,0,0,-0.1689958205632865,1,1,1,0,-0.9850756071709461
4209068CE,44,8,52,1554,1500,3054,54,-0.14874632233129345,101,83,92,9,-0.718960617329862
4209071CE,27,7,34,1158,1482,2640,-324,-0.2904928099552446,87,59,82,23,-0.3050039664659536
4209071NW,7,1,8,90,0,90,90,-0.13524665684329812,33,2,31,29,-0.12759397323856425
4209072CE,39,7,46,1373,1470,2843,-97,-0.20536991923927397,87,71,79,8,-0.748528949534427
4209072SW,7,10,17,99,750,849,-651,-0.4131147714712024,72,67,43,-24,-1.6947155800805034
4209073CE,27,13,40,1196,630,1826,566,0.04324892016464039,83,61,75,14,-0.5711189563070376
4209073SW,7,1,8,206,0,206,206,-0.0917477347153131,49,1,49,48,0.43420433864816865
4209074CE,28,6,34,1317,1470,2787,-153,-0.22636939888726673,74,56,66,10,-0.6893922851252972
4209075CE,23,8,31,1231,1380,2611,-149,-0.22486943605526724,76,56,70,14,-0.5711189563070376
4209076CE,54,9,63,1141,1050,2191,91,-0.13487166613529825,83,61,80,19,-0.42327729528421315
4209076NW,10,1,11,230,0,230,230,-0.0827479577233162,36,1,35,34,0.020247687784260192
4209077CE,39,6,45,747,1380,2127,-633,-0.4063649387272047,76,66,69,3,-0.8963706105572514
4209078CE,59,10,69,1227,1320,2547,-93,-0.20386995640727448,80,62,73,11,-0.6598239529207323
4209078NE,1,1,2,11,0,11,11,-0.1648709227752879,6,1,5,4,-0.8668022783526865
4209078NW,7,1,8,50,0,50,50,-0.15024628516329294,33,1,32,31,-0.06845730882943447
4209081CE,39,5,44,1628,450,2078,1178,0.2727432334605613,101,52,98,46,0.37506767423903886
4209081NE,31,3,34,161,0,161,161,-0.10862231657530728,57,6,55,49,0.46377267085273355
4209082CE,153,7,160,2378,660,3038,1718,0.4752382157804915,81,61,75,14,-0.5711189563070376
4209082SE,20,8,28,271,510,781,-239,-0.25861859977525564,72,51,59,8,-0.748528949534427
4209082SW,29,6,35,2344,0,2344,2344,0.7099823989884106,83,6,83,77,1.2916859725805505
4209083CE,102,8,110,1408,840,2248,568,0.04399890158064013,75,57,70,13,-0.6006872885116025
4209084CE,55,6,61,1234,390,1624,844,0.14749633698860448,64,43,59,16,-0.5119822918979079
4209084NW,1,30,31,0,0,0,0,-0.1689958205632865,41,39,3,-36,-2.0495355665352823
4209085CE,54,9,63,1161,1470,2631,-309,-0.28486794933524656,82,63,75,12,-0.6302556207161674
4209085SW,28,5,33,155,0,155,155,-0.1108722608233065,60,5,59,54,0.611614331875558
4209086CE,9,10,19,523,1297.5,1820.5,-774.5,-0.4594261239091864,75,55,63,8,-0.748528949534427
4209087CE,21,8,29,1260,1590,2850,-330,-0.29274275420324386,83,64,71,7,-0.7780972817389918
4209088CE,8,5,13,1008,1200,2208,-192,-0.24099403649926168,68,55,61,6,-0.8076656139435567
4209088NE,6,1,7,62,0,62,62,-0.1457463966672945,58,3,57,54,0.611614331875558
4209161NE,50,1,51,2970,0,2970,2970,0.9447265821963299,117,1,117,116,2.4448509285585813
4209171CE,196,17,213,3553,330,3883,3223,1.039599231320297,111,41,107,66,0.9664343183303367
4209171CW,138,8,146,3253,0,3253,3253,1.0508489525602933,107,22,105,83,1.4690959658079399
4209171NW,26,1,27,310,0,310,310,-0.052748701083326535,62,1,62,61,0.8185926573075123
4209171SE,170,6,176,852,0,852,852,0.15049626265260344,111,9,111,102,2.0308942776946726
4209171SW,65,8,73,0,0,0,0,-0.1689958205632865,67,14,65,51,0.5229093352618633
4209181CE,15,11,26,925,1770,2695,-845,-0.4858629688231773,81,67,73,6,-0.8076656139435567
4209181CW,9,1,10,84,0,84,84,-0.13749660109129733,53,2,53,51,0.5229093352618633
4209181NE,18,1,19,385,0,385,385,-0.024624397983336224,62,1,62,61,0.8185926573075123
4209181NW,128,20,148,11469,2100,13569,9369,3.344292122687503,153,92,147,55,0.6411826640801229
4209182CE,24,16,40,1345,2130,3475,-785,-0.46336352634318506,94,78,84,6,-0.8076656139435567
4209182NE,101,15,116,9309,1740,11049,7569,2.6693088482877356,134,80,131,51,0.5229093352618633
4308718CE,394,56,450,24880,4890,29770,19990,7.327068432354132,172,65,171,106,2.149167606512932
4308718CW,142,5,147,15600,0,15600,15600,5.680859224234698,130,4,130,126,2.74053425060423
4308718NE,189,66,255,11694,6960,18654,4734,1.6062101911081017,134,52,131,79,1.3508226369896803
4308718NW,21,6,27,901,0,901,901,0.1688708073445971,85,7,81,74,1.2029809759668557
4308718SE,110,17,127,2509,960,3469,1549,0.41186478612851335,89,22,85,63,0.877729321716642
4308718SW,132,18,150,11657,0,11657,11657,4.202270862591207,115,10,115,105,2.1195992743083676
4308728CE,427,80,507,46319,5670,51989,40649,15.074001468923463,161,82,157,75,1.2325493081714207
4308728CW,324,8,332,8267,0,8267,8267,2.9310523624716454,127,10,127,117,2.4744192607631463
4308728NE,33,31,64,1213,2640,3853,-1427,-0.7041075608791021,99,40,94,54,0.611614331875558
4308728NW,82,45,127,2148,2280,4428,-132,-0.21849459401926946,109,48,106,58,0.7298876606938176
4308728SE,156,20,176,6399,210,6609,6189,2.1518216712479137,122,24,121,97,1.8830526166718482
4308728SW,74,18,92,6711,630,7341,6081,2.1113226747839278,121,34,121,87,1.5873692946261995
4308738CE,206,20,226,6862,1860,8722,5002,1.7067077008520672,113,76,105,29,-0.12759397323856425
4308738CW,57,5,62,618,0,618,618,0.06274843698063368,79,5,78,73,1.173412643762291
4308738NE,150,16,166,12461,30,12491,12431,4.492513670583107,174,28,173,145,3.302332562490963
4308738NW,58,1,59,3284,90,3374,3194,1.0287245007883008,81,1,81,80,1.380390969194245
4308738SE,16,1,17,260,0,260,260,-0.07149823648332007,66,1,66,65,0.9368659861257718
4308738SW,68,54,122,1525,6615,8140,-5090,-2.077698524282629,108,54,100,46,0.37506767423903886
4308747NE,151,5,156,11712,0,11712,11712,4.2228953515312,178,15,178,163,3.8345625421731313
4308747NW,171,7,178,11081,0,11081,11081,3.9862762147832815,158,10,155,145,3.302332562490963
4308747SW,114,5,119,3561,0,3561,3561,1.1663460906242535,138,8,138,130,2.8588075794224896
4308748CE,95,39,134,1361,4380,5741,-3019,-1.3010927680148963,141,87,125,38,0.13852101660251975
4308748CW,52,39,91,2369,1200,3569,1169,0.26936831708856246,116,62,109,47,0.40463600644360376
4308748NE,58,9,67,523,0,523,523,0.027124319720645947,93,31,86,55,0.6411826640801229
4308748NW,51,1,52,2515,0,2515,2515,0.7741058100563887,102,1,101,100,1.971757613285543
4308748SE,45,1,46,599,0,599,599,0.05562361352863612,84,1,84,83,1.4690959658079399
4308748SW,43,1,44,1774,0,1774,1774,0.4962376954284843,111,1,111,110,2.2674409353311917
4308757CW,58,4,62,317,0,317,317,-0.05012376612732744,81,7,78,71,1.1142759793531611
4308757NW,54,32,86,1220,0,1220,1220,0.2884928431965559,90,27,90,63,0.877729321716642
4308757SE,19,1,20,725,0,725,725,0.10287244273661984,69,1,69,68,1.0255709827394666
4308757SW,232,12,244,5926,0,5926,5926,2.053199115043948,145,21,143,122,2.6222609217859705
4308758CE,27,4,31,1155,420,1575,735,0.10662234981661856,101,65,93,28,-0.15716230544312915
4308758NE,5,3,8,0,0,0,0,-0.1689958205632865,12,3,9,6,-0.8076656139435567
4308758SE,63,11,74,1291,0,1291,1291,0.3151171834645467,83,13,82,69,1.0551393149440313
4308766CW,66,6,72,3216,240,3456,2976,0.9469765264443291,141,52,139,87,1.5873692946261995
4308766NW,40,7,47,1223,0,1223,1223,0.28961781532055547,100,1,100,99,1.942189281080978
4308766SW,54,3,57,5325,900,6225,4425,1.490338062336142,135,62,132,70,1.0847076471485964
4308767CE,54,9,63,1072,1110,2182,-38,-0.18324546746728157,82,61,73,12,-0.6302556207161674
4308767CW,45,1,46,155,0,155,155,-0.1108722608233065,63,1,62,61,0.8185926573075123
4308767NE,22,146,168,429,1875,2304,-1446,-0.7112323843310997,86,70,64,-6,-1.1624856003983355
4308767SW,66,10,76,500,0,500,500,0.018499533436648917,69,10,67,57,0.7003193284892527
4308768CE,28,5,33,1211,810,2021,401,-0.018624546655338293,77,57,68,11,-0.6598239529207323
4308768SW,12,2,14,22,0,22,22,-0.16074602498728932,31,2,29,27,-0.18673063764769404
4308776SW,101,5,106,4913,0,4913,4913,1.6733335278400787,138,5,136,131,2.8883759116270546
4308777CE,59,6,65,1905,990,2895,915,0.1741206772565953,92,62,83,21,-0.36414063087508336
4308777NW,8,2,10,81,420,501,-339,-0.2961176705752427,43,14,41,27,-0.18673063764769404
4308778CE,41,23,64,1302,3795,5097,-2493,-1.1038476556069643,76,44,64,20,-0.39370896307964826
4308778NE,3,130,133,0,120,120,-120,-0.213994705523271,76,74,3,-71,-3.084427193695053
4308778NW,14,2,16,156,0,156,156,-0.11049727011530663,56,2,56,54,0.611614331875558
4308786CW,28,1,29,4342,0,4342,4342,1.4592138335721525,135,1,135,134,2.9770809082407492
4308786NW,64,1,65,8067,0,8067,8067,2.856054220871671,145,1,145,144,3.272764230286398
4308787CE,54,5,59,4595,1725,6320,2870,0.9072275113963427,107,67,102,35,0.04981601998882508
4308787SE,12,1,13,101,0,101,101,-0.13112175905529952,64,1,64,63,0.877729321716642
4308788CE,98,36,134,6570,5100,11670,1470,0.38224052019652355,135,97,117,20,-0.39370896307964826
4308788CW,17,4,21,358,0,358,358,-0.03474914709933274,67,23,60,37,0.10895268439795486
4308811CE,102,45,147,5645,1512,7157,4133,1.3808407756001795,121,57,114,57,0.7003193284892527
4308811CW,32,7,39,357,0,357,357,-0.03512413780733261,39,7,38,31,-0.06845730882943447
4308811NE,25,8,33,2490,0,2490,2490,0.7647310423563918,95,6,95,89,1.6465059590353293
4308811NW,11,8,19,70,0,70,70,-0.14274647100329552,31,5,29,24,-0.27543563426138873
4308811SE,255,32,287,16231,0,16231,16231,5.917478360982616,117,49,114,65,0.9368659861257718
4308811SW,22,8,30,593,0,593,593,0.0533736692806369,53,7,52,45,0.34549934203447397
4308812CE,27,48,75,1355,1980,3335,-625,-0.40336501306320577,75,58,65,7,-0.7780972817389918
4308812CW,89,22,111,1833,1005,2838,828,0.14149648566060655,102,37,94,57,0.7003193284892527
4308812NE,5,7,12,282,1080,1362,-798,-0.4682384055471834,44,21,37,16,-0.5119822918979079
4308812NW,14,7,21,217,30,247,187,-0.09887255816731064,56,6,53,47,0.40463600644360376
4308812SE,12,10,22,373,0,373,373,-0.029124286479334675,57,10,53,43,0.28636267762534423
4308812SW,30,82,112,498,0,498,498,0.017749552020649175,88,61,73,12,-0.6302556207161674
4308813CE,51,48,99,2890,3090,5980,-200,-0.24399396216326066,86,69,70,1,-0.9555072749663812
4308813CW,15,2,17,257,0,257,257,-0.07262320860731969,65,2,64,62,0.8481609895120771
4308813NE,20,93,113,1460,53400,54860,-51940,-19.646013194076573,99,73,74,1,-0.9555072749663812
4308813NW,19,14,33,933,225,1158,708,0.09649760070062205,86,19,85,66,0.9664343183303367
4308813SE,53,15,68,4591,0,4591,4591,1.5525865198641202,108,12,107,95,1.8239159522627186
4308813SW,13,18,31,195,0,195,195,-0.09587263250331167,57,17,50,33,-0.009320644420304698
4308814CE,83,37,120,2463,540,3003,1923,0.5521113109204651,108,60,99,39,0.16808934880708465
4308814CW,12,1,13,47,300,347,-253,-0.2638684696872538,48,36,28,-8,-1.2216222648074653
4308814NE,45,5,50,1868,60,1928,1808,0.5089873795004799,96,5,96,91,1.705642623444459
4308814NW,16,9,25,485,0,485,485,0.012874672816650855,53,11,50,39,0.16808934880708465
4308814SE,66,123,189,4042,2670,6712,1372,0.34549143081253625,132,79,127,48,0.43420433864816865
4308814SW,25,11,36,646,0,646,646,0.07324817680463006,86,11,82,71,1.1142759793531611
4308815CE,79,58,137,4932,570,5502,4362,1.46671364773215,104,74,95,21,-0.36414063087508336
4308815CW,3,5,8,0,300,300,-300,-0.28149303296324774,53,51,5,-46,-2.345218888580931
4308815NE,6,7,13,218,0,218,218,-0.08724784621931465,39,7,37,30,-0.09802564103399937
4308815NW,7,1,8,68,0,68,68,-0.14349645241929526,32,1,32,31,-0.06845730882943447
4308815SE,73,7,80,9112,0,9112,9112,3.247919510731536,136,9,134,125,2.710965918399665
4308815SW,10,49,59,156,0,156,156,-0.11049727011530663,69,40,60,20,-0.39370896307964826
4308816CE,86,30,116,2041,2340,4381,-299,-0.2811180422552479,86,70,76,6,-0.8076656139435567
4308816NE,1,1,2,1,0,1,1,-0.16862082985528662,3,1,2,1,-0.9555072749663812
4308816SE,5,1,6,44,0,44,44,-0.15249622941129218,25,2,23,21,-0.36414063087508336
4308816SW,9,1,10,50,0,50,50,-0.15024628516329294,39,1,39,38,0.13852101660251975
4308817CE,101,7,108,4520,570,5090,3950,1.3122174760362033,116,70,112,42,0.25679434542077934
4308817SE,15,2,17,70,0,70,70,-0.14274647100329552,38,2,38,36,0.07938435219338998
4308817SW,24,2,26,636,0,636,636,0.06949826972463134,70,1,70,69,1.0551393149440313
4308818CE,379,71,450,13051,5100,18151,7951,2.812555298743686,160,89,157,68,1.0255709827394666
4308818CW,212,89,301,14361,8310,22671,6051,2.1000729535439318,171,74,169,95,1.8239159522627186
4308818NE,43,29,72,788,435,1223,353,-0.03662410063933209,117,62,115,53,0.5820459996709931
4308818NW,37,2,39,353,0,353,353,-0.03662410063933209,62,2,62,60,0.7890243251029474
4308818SE,34,2,36,325,0,325,325,-0.04712384046332847,64,3,64,61,0.8185926573075123
4308818SW,64,16,80,1355,195,1550,1160,0.26599340071656363,118,54,112,58,0.7298876606938176
4308821CE,274,19,293,18564,270,18834,18294,6.69108419158635,151,55,150,95,1.8239159522627186
4308821CW,60,19,79,3140,690,3830,2450,0.749731414036397,104,44,100,56,0.6707509962846878
4308821NE,137,57,194,4280,2865,7145,1415,0.3616160312565307,115,52,108,56,0.6707509962846878
4308821NW,37,5,42,90,0,90,90,-0.13524665684329812,53,4,51,47,0.40463600644360376
4308821SE,74,63,137,5191,3948,9139,1243,0.2971176294805529,109,57,101,44,0.31593100982990907
4308821SW,32,10,42,2276,0,2276,2276,0.6844830308444194,87,28,86,58,0.7298876606938176
4308822CE,63,44,107,6085,7266,13351,-1181,-0.6118598467111339,90,72,77,5,-0.8372339461481216
4308822CW,10,9,19,80,0,80,80,-0.13899656392329682,50,11,47,36,0.07938435219338998
4308822NE,24,24,48,186,15,201,171,-0.10487240949530857,64,50,54,4,-0.8668022783526865
4308822NW,2,5,7,65,0,65,65,-0.14462142454329488,29,5,26,21,-0.36414063087508336
4308822SE,13,7,20,276,0,276,276,-0.06549838515532214,65,11,60,49,0.46377267085273355
4308822SW,3,6,9,90,0,90,90,-0.13524665684329812,18,7,14,7,-0.7780972817389918
4308823CE,61,23,84,2163,3555,5718,-1392,-0.6909828860991066,80,68,69,1,-0.9555072749663812
4308823CW,109,18,127,13614,0,13614,13614,4.9361276781469545,127,44,123,79,1.3508226369896803
4308823NE,32,66,98,1050,2640,3690,-1590,-0.765231046283081,109,100,75,-25,-1.7242839122850684
4308823NW,12,47,59,404,360,764,44,-0.15249622941129218,94,84,67,-17,-1.4877372546485492
4308823SE,13,1,14,82,0,82,82,-0.13824658250729707,43,1,43,42,0.25679434542077934
4308823SW,18,9,27,729,60,789,669,0.08187296308862708,72,16,69,53,0.5820459996709931
4308824CE,48,39,87,2017,3282,5299,-1265,-0.6433590661831231,95,78,74,-4,-1.1033489359892057
4308824CW,13,2,15,80,0,80,80,-0.13899656392329682,49,2,47,45,0.34549934203447397
4308824NE,16,29,45,428,0,428,428,-0.00849979753934178,75,62,56,-6,-1.1624856003983355
4308824NW,4,16,20,12,0,12,12,-0.16449593206728802,43,29,24,-5,-1.1329172681937705
4308824SE,12,8,20,125,45,170,80,-0.13899656392329682,61,14,61,47,0.40463600644360376
4308824SW,5,1,6,0,0,0,0,-0.1689958205632865,6,1,5,4,-0.8668022783526865
4308825CE,90,34,124,2945,990,3935,1955,0.5641110135764609,109,71,103,32,-0.03888897662486959
4308825NE,18,16,34,904,0,904,904,0.16999577946859673,73,11,71,60,0.7890243251029474
4308825NW,4,2,6,38,0,38,38,-0.15474617365929139,28,2,26,24,-0.27543563426138873
4308825SE,25,4,29,362,0,362,362,-0.033249184267333254,75,4,75,71,1.1142759793531611
4308825SW,10,1,11,410,0,410,410,-0.015249630283339454,64,1,64,63,0.877729321716642
4308826CE,129,16,145,2498,3300,5798,-802,-0.46973836837918287,93,45,92,47,0.40463600644360376
4308826CW,35,1,36,486,0,486,486,0.013249663524650726,67,1,67,66,0.9664343183303367
4308826NW,1,2,3,20,0,20,20,-0.16149600640328907,13,2,11,9,-0.718960617329862
4308827CE,116,3,119,1368,840,2208,528,0.0289992732606453,77,51,76,25,-0.24586730205682383
4308827NE,12,3,15,231,0,231,231,-0.08237296701531632,48,8,45,37,0.10895268439795486
4308827NW,55,1,56,3169,180,3349,2989,0.9518514056483274,98,40,97,57,0.7003193284892527
4308827SE,18,1,19,336,0,336,336,-0.042998942675329895,60,1,60,59,0.7594559928983825
4308827SW,6,1,7,101,0,101,101,-0.13112175905529952,38,1,38,37,0.10895268439795486
4308828CE,81,8,89,2536,1575,4111,961,0.19137024982458936,101,69,93,24,-0.27543563426138873
4308828CW,77,14,91,1637,2370,4007,-733,-0.4438640095271918,92,71,81,10,-0.6893922851252972
4308828NE,45,3,48,475,330,805,145,-0.11462216790330522,85,50,80,30,-0.09802564103399937
4308828SE,177,21,198,11262,0,11262,11262,4.054149532931258,149,44,148,104,2.0900309421038026
4308831CE,50,19,69,1986,1770,3756,216,-0.08799782763531439,99,63,94,31,-0.06845730882943447
4308831NE,63,16,79,2823,979.8,3802.8,1843.2,0.5221870524220754,133,74,128,54,0.611614331875558
4308831NW,20,11,31,550,0,550,550,0.03724906883664246,100,38,95,57,0.7003193284892527
4308831SE,30,5,35,85,0,85,85,-0.13712161038329745,59,6,57,51,0.5229093352618633
4308831SW,23,2,25,1074,0,1074,1074,0.23374419982857472,78,2,77,75,1.2325493081714207
4308832CE,32,9,41,1462,2130,3592,-668,-0.4194896135072002,77,59,70,11,-0.6598239529207323
4308832CW,12,6,18,45,0,45,45,-0.1521212387032923,37,6,35,29,-0.12759397323856425
4308832NE,31,18,49,1425,480,1905,945,0.18537039849659143,104,79,90,11,-0.6598239529207323
4308832NW,20,14,34,610,360,970,250,-0.07524814356331878,64,20,60,40,0.19765768101164954
4308832SE,10,2,12,0,0,0,0,-0.1689958205632865,13,3,11,8,-0.748528949534427
4308832SW,12,2,14,50,0,50,50,-0.15024628516329294,45,2,44,42,0.25679434542077934
4308833CE,86,49,135,2556,3192,5748,-636,-0.40748991085120434,113,100,93,-7,-1.1920539326029003
4308833CW,39,68,107,982,561,1543,421,-0.011124732495340876,119,81,108,27,-0.18673063764769404
4308833NE,22,4,26,297,0,297,297,-0.05762358028732485,33,6,32,26,-0.21629896985225894
4308833NW,34,3,37,292,0,292,292,-0.05949853382732421,53,3,50,47,0.40463600644360376
4308833SE,7,18,25,275,240,515,35,-0.155871145783291,66,45,44,-1,-1.014643939375511
4308833SW,18,6,24,167,0,167,167,-0.10637237232730806,59,6,58,52,0.5524776674664282
4308834CE,88,51,139,2093,4110,6203,-2017,-0.9253520785990258,87,73,74,1,-0.9555072749663812
4308834CW,32,4,36,166,0,166,166,-0.10674736303530794,49,9,46,37,0.10895268439795486
4308834NE,1,3,4,0,0,0,0,-0.1689958205632865,4,3,1,-2,-1.044212271580076
4308834NW,48,27,75,300,75,375,225,-0.08462291126331556,66,52,53,1,-0.9555072749663812
4308834SE,5,21,26,31,120,151,-89,-0.202369993575275,35,17,23,6,-0.8076656139435567
4308834SW,20,13,33,140,0,140,140,-0.11649712144330457,58,12,50,38,0.13852101660251975
4308835CE,71,13,84,2316,1620,3936,696,0.09199771220462359,111,59,108,49,0.46377267085273355
4308835CW,44,14,58,2481,0,2481,2481,0.761356125984393,127,18,125,107,2.178735938717497
4308835NW,19,3,22,308,0,308,308,-0.053498682499326274,60,5,59,54,0.611614331875558
4308835SE,10,2,12,84,0,84,84,-0.13749660109129733,39,1,39,38,0.13852101660251975
4308836CE,97,13,110,1334,1500,2834,-166,-0.23124427809126505,90,55,86,31,-0.06845730882943447
4308836NE,12,3,15,50,0,50,50,-0.15024628516329294,35,3,34,31,-0.06845730882943447
4308836NW,17,2,19,439,0,439,439,-0.004374899751343202,58,2,58,56,0.6707509962846878
4308837CE,46,8,54,1635,1650,3285,-15,-0.17462068118328455,92,68,83,15,-0.5415506241024727
4308837CW,7,1,8,13,0,13,13,-0.16412094135928815,10,1,9,8,-0.748528949534427
4308837NE,8,2,10,234,0,234,234,-0.08124799489131672,37,6,36,30,-0.09802564103399937
4308837NW,117,1,118,5257,0,5257,5257,1.8023303313920342,128,1,128,127,2.770102582808795
4308837SW,35,4,39,2138,0,2138,2138,0.6327343131404373,101,12,100,88,1.6169376268307643
4308838CE,116,6,122,1937,1590,3527,347,-0.038874044887331316,91,54,90,36,0.07938435219338998
4308838NE,46,1,47,135,0,135,135,-0.11837207498330392,46,1,46,45,0.34549934203447397
4308838SE,32,1,33,99,0,99,99,-0.13187174047129926,46,1,45,44,0.31593100982990907
4308841CE,133,81,214,10060,5829,15889,4231,1.417589864984167,150,90,144,54,0.611614331875558
4308841CW,37,1,38,781,0,781,781,0.12387192238461261,91,1,91,90,1.676074291239894
4308841NE,19,2,21,82,0,82,82,-0.13824658250729707,61,7,60,53,0.5820459996709931
4308841NW,6,1,7,165,0,165,165,-0.1071223537433078,44,1,44,43,0.28636267762534423
4308841SE,186,72,258,10545,27600,38145,-17055,-6.564462345501083,173,108,167,59,0.7594559928983825
4308841SW,8,2,10,81,0,81,81,-0.13862157321529694,46,2,44,42,0.25679434542077934
4308842CE,71,47,118,3223,5940,9163,-2717,-1.1878455741989353,112,86,100,14,-0.5711189563070376
4308842CW,25,11,36,1047,120,1167,927,0.17862056575259375,88,34,83,49,0.46377267085273355
4308842NW,8,2,10,442,0,442,442,-0.003249927627343589,48,3,47,44,0.31593100982990907
4308842SW,14,2,16,1185,0,1185,1185,0.27536816841656037,72,2,70,68,1.0255709827394666
4308843CE,73,33,106,2871,6540,9411,-3669,-1.5448367282148125,107,81,93,12,-0.6302556207161674
4308843CW,86,4,90,1681,0,1681,1681,0.4613635595844963,61,4,61,57,0.7003193284892527
4308843NE,121,2,123,6363,0,6363,6363,2.2170700544398914,100,7,100,93,1.7647792878535888
4308843NW,34,6,40,93,0,93,93,-0.1341216847192985,58,17,53,36,0.07938435219338998
4308843SE,19,1,20,1030,0,1030,1030,0.2172446086765804,47,1,47,46,0.37506767423903886
4308843SW,39,11,50,495,0,495,495,0.016624579896649564,68,21,65,44,0.31593100982990907
4308844CE,25,17,42,1400,1320,2720,80,-0.13899656392329682,95,67,88,21,-0.36414063087508336
4308844CW,19,1,20,95,0,95,95,-0.13337170330329876,47,1,47,46,0.37506767423903886
4308844NE,11,12,23,50,0,50,50,-0.15024628516329294,74,54,47,-7,-1.1920539326029003
4308844NW,28,1,29,75,0,75,75,-0.14087151746329618,47,1,47,46,0.37506767423903886
4308844SE,10,7,17,50,0,50,50,-0.15024628516329294,48,20,40,20,-0.39370896307964826
4308844SW,19,2,21,220,0,220,220,-0.08649786480331491,51,3,49,46,0.37506767423903886
