atlas_block,checklists_Atlas2,checklists_Atlas1,checklists_total,mins_Atlas2,mins_Atlas1,mins_total,mins_diff,mins_diff_z,sr_total,sr_Atlas1,sr_Atlas2,sr_diff,sr_diff_z
4409061CE,33,10,43,1523,720,2243,803,0.13212171796060976,108,72,100,28,-0.15716230544312915
4409061CW,19,1,20,92,0,92,92,-0.13449667542729837,59,1,58,57,0.7003193284892527
4409062CE,90,25,115,1863,3540,5403,-1677,-0.7978552378790698,113,85,98,13,-0.6006872885116025
4409062CW,132,26,158,4738,2565,7303,2173,0.6458589879204327,114,72,107,35,0.04981601998882508
4409062NE,27,4,31,1249,0,1249,1249,0.2993675737285521,121,4,119,115,2.4152825963540163
4409062NW,14,2,16,443,0,443,443,-0.002874936919343718,76,3,73,70,1.0847076471485964
4409062SE,32,1,33,133,0,133,133,-0.11912205639930366,32,1,32,31,-0.06845730882943447
4409062SW,67,6,73,2360,0,2360,2360,0.7159822503164086,110,6,109,103,2.0604626098992376
4409063CE,56,7,63,1949,1110,3059,839,0.14562138344860512,96,69,91,22,-0.3345722986705185
4409063NE,11,1,12,60,0,60,60,-0.14649637808329424,40,2,39,37,0.10895268439795486
4409064CE,35,8,43,1509,2340,3849,-831,-0.48061309891117915,95,75,87,12,-0.6302556207161674
4409064NW,2,1,3,25,0,25,25,-0.1596210528632897,17,2,17,15,-0.5415506241024727
4409065CE,23,6,29,1227,2400,3627,-1173,-0.6088599210471349,96,73,80,7,-0.7780972817389918
4409065NE,6,1,7,84,0,84,84,-0.13749660109129733,42,1,42,41,0.22722601321621444
4409066CE,32,6,38,1715,2460,4175,-745,-0.44836389802319027,105,80,94,14,-0.5711189563070376
4409066NW,1,3,4,156,0,156,156,-0.11049727011530663,6,3,4,1,-0.9555072749663812
4409067CE,20,7,27,1384,2460,3844,-1076,-0.5724858223711475,99,83,89,6,-0.8076656139435567
4409067CW,7,1,8,50,0,50,50,-0.15024628516329294,44,3,43,40,0.19765768101164954
4409067NE,8,5,13,54,0,54,54,-0.14874632233129345,53,3,52,49,0.46377267085273355
4409067SE,7,1,8,50,0,50,50,-0.15024628516329294,48,1,48,47,0.40463600644360376
4409067SW,1,1,2,0,0,0,0,-0.1689958205632865,3,1,2,1,-0.9555072749663812
4409068CE,32,8,40,2456,1800,4256,656,0.07699808388462877,85,60,81,21,-0.36414063087508336
4409068CW,13,2,15,90,0,90,90,-0.13524665684329812,54,2,53,51,0.5229093352618633
4409071CE,45,4,49,1510,840,2350,670,0.08224795379662696,107,71,101,30,-0.09802564103399937
4409071NW,47,1,48,176,0,176,176,-0.10299745595530922,65,1,64,63,0.877729321716642
4409071SW,50,1,51,179,0,179,179,-0.1018724838313096,59,1,58,57,0.7003193284892527
4409072CE,40,8,48,1211,1200,2411,11,-0.1648709227752879,93,65,87,22,-0.3345722986705185
4409072CW,3,2,5,75,0,75,75,-0.14087151746329618,14,2,13,11,-0.6598239529207323
4409072NE,1,1,2,30,0,30,30,-0.15774609932329037,10,2,8,6,-0.8076656139435567
4409072NW,9,1,10,90,0,90,90,-0.13524665684329812,49,1,48,47,0.40463600644360376
4409072SE,1,2,3,0,0,0,0,-0.1689958205632865,4,2,2,0,-0.9850756071709461
4409072SW,8,1,9,54,0,54,54,-0.14874632233129345,41,1,40,39,0.16808934880708465
4409073CE,54,13,67,1971,1860,3831,111,-0.12737185197530082,96,72,88,16,-0.5119822918979079
4409073CW,17,4,21,63,0,63,63,-0.14537140595929463,36,4,35,31,-0.06845730882943447
4409073NE,1,2,3,5,0,5,5,-0.16712086702328713,6,2,5,3,-0.8963706105572514
4409073NW,7,11,18,50,960,1010,-910,-0.510237364843169,72,66,38,-28,-1.812988908898763
4409073SE,6,8,14,12,0,12,12,-0.16449593206728802,20,8,13,5,-0.8372339461481216
4409073SW,37,4,41,174,0,174,174,-0.10374743737130897,59,4,58,54,0.611614331875558
4409074CE,31,6,37,1749,2460,4209,-711,-0.43561421395119465,97,75,90,15,-0.5415506241024727
4409074CW,1,8,9,0,0,0,0,-0.1689958205632865,12,11,1,-10,-1.280758929216595
4409074SW,5,1,6,50,0,50,50,-0.15024628516329294,34,2,33,31,-0.06845730882943447
4409075CE,30,8,38,1215,990,2205,225,-0.08462291126331556,87,50,75,25,-0.24586730205682383
4409075CW,1,1,2,0,0,0,0,-0.1689958205632865,5,1,4,3,-0.8963706105572514
4409076CE,29,7,36,1392,2040,3432,-648,-0.41198979934720276,92,75,73,-2,-1.044212271580076
4409076NE,1,2,3,3,0,3,3,-0.16787084843928687,14,3,12,9,-0.718960617329862
4409076SW,7,3,10,65,0,65,65,-0.14462142454329488,49,2,48,46,0.37506767423903886
4409077CE,60,5,65,1921,2160,4081,-239,-0.25861859977525564,103,75,96,21,-0.36414063087508336
4409077SE,4,1,5,7,0,7,7,-0.16637088560728738,6,1,6,5,-0.8372339461481216
4409078CE,44,8,52,1614,2010,3624,-396,-0.31749214093123534,96,77,84,7,-0.7780972817389918
4409078CW,2,1,3,0,0,0,0,-0.1689958205632865,3,1,2,1,-0.9555072749663812
4409078NW,6,30,36,50,14880,14930,-14830,-5.730108020201371,55,33,35,2,-0.9259389427618163
4409081CE,21,2,23,1099,510,1609,589,0.05187370644863742,75,60,64,4,-0.8668022783526865
4409081SE,6,1,7,92,0,92,92,-0.13449667542729837,49,1,48,47,0.40463600644360376
4409082CE,29,7,36,1354,1290,2644,64,-0.14499641525129475,86,77,68,-9,-1.25119059701203
4409082CW,7,4,11,50,0,50,50,-0.15024628516329294,39,4,37,33,-0.009320644420304698
4409082SE,5,1,6,50,0,50,50,-0.15024628516329294,31,1,30,29,-0.12759397323856425
4409082SW,6,2,8,80,0,80,80,-0.13899656392329682,20,2,18,16,-0.5119822918979079
4409083CE,35,10,45,1430,1020,2450,410,-0.015249630283339454,86,54,76,22,-0.3345722986705185
4409083CW,13,2,15,82,0,82,82,-0.13824658250729707,42,2,41,39,0.16808934880708465
4409083NW,2,1,3,0,0,0,0,-0.1689958205632865,4,1,3,2,-0.9259389427618163
4409083SW,31,3,34,72,0,72,72,-0.14199648958729577,35,3,33,30,-0.09802564103399937
4409084CE,17,22,39,1094,1695,2789,-601,-0.3943652360712088,86,72,72,0,-0.9850756071709461
4409084CW,7,1,8,53,0,53,53,-0.14912131303929332,38,2,36,34,0.020247687784260192
4409084NE,6,3,9,67,0,67,67,-0.14387144312729513,38,4,35,31,-0.06845730882943447
4409084SE,39,2,41,137,0,137,137,-0.11762209356730419,55,2,54,52,0.5524776674664282
4409084SW,20,1,21,60,0,60,60,-0.14649637808329424,39,2,39,37,0.10895268439795486
4409085CE,32,6,38,996,2340,3336,-1344,-0.6729833321151129,102,78,81,3,-0.8963706105572514
4409085NE,11,1,12,137,0,137,137,-0.11762209356730419,57,1,57,56,0.6707509962846878
4409085NW,11,3,14,324,0,324,324,-0.047498831171328346,67,6,66,60,0.7890243251029474
4409085SE,23,1,24,104,0,104,104,-0.12999678693129993,58,2,57,55,0.6411826640801229
4409085SW,17,2,19,51,0,51,51,-0.14987129445529307,35,2,34,32,-0.03888897662486959
4409086CE,27,10,37,1206,2460,3666,-1254,-0.6392341683951245,94,80,82,2,-0.9259389427618163
4409086NE,5,1,6,40,0,40,40,-0.15399619224329164,41,1,40,39,0.16808934880708465
4409086NW,1,2,3,10,0,10,10,-0.16524591348328777,19,2,17,15,-0.5415506241024727
4409086SE,13,3,16,71,0,71,71,-0.14237148029529564,49,5,48,43,0.28636267762534423
4409087CE,30,9,39,1565,1950,3515,-385,-0.3133672431432368,84,65,67,2,-0.9259389427618163
4409087CW,6,20,26,50,0,50,50,-0.15024628516329294,41,23,29,6,-0.8076656139435567
4409087NE,6,1,7,65,0,65,65,-0.14462142454329488,28,1,27,26,-0.21629896985225894
4409087SE,13,2,15,65,0,65,65,-0.14462142454329488,47,2,45,43,0.28636267762534423
4409088CE,39,5,44,1215,1530,2745,-315,-0.2871178935832458,85,69,76,7,-0.7780972817389918
4409111CE,51,15,66,4674,3804,8478,870,0.15724609539660112,106,84,94,10,-0.6893922851252972
4409111SW,12,1,13,505,0,505,505,0.02037448697664827,54,1,54,53,0.5820459996709931
4409112CE,31,4,35,2574,2262,4836,312,-0.05199871966732679,91,80,77,-3,-1.0737806037846407
4409113CE,165,30,195,2953,0,2953,2953,0.9383517401603321,102,84,94,10,-0.6893922851252972
4409114CE,72,13,85,1735,3120,4855,-1385,-0.6883579511431076,83,70,76,6,-0.8076656139435567
4409114SE,9,1,10,0,0,0,0,-0.1689958205632865,15,2,14,12,-0.6302556207161674
4409114SW,59,2,61,2578,360,2938,2218,0.662733569780427,128,81,120,39,0.16808934880708465
4409115CE,93,51,144,7228,4080,11308,3148,1.0114749282203068,164,109,157,48,0.43420433864816865
4409116CE,14,10,24,189,1890,2079,-1701,-0.8068550148710666,86,70,66,-4,-1.1033489359892057
4409116NE,27,1,28,973,0,973,973,0.19587013832058778,75,1,75,74,1.2029809759668557
4409116NW,1,1,2,0,0,0,0,-0.1689958205632865,8,1,7,6,-0.8076656139435567
4409121CE,76,15,91,2854,975,3829,1879,0.5356117197684708,91,61,83,22,-0.3345722986705185
4409122CE,23,11,34,1201,2580,3781,-1379,-0.6861080068951083,100,90,83,-7,-1.1920539326029003
4409123CE,31,4,35,1333,2160,3493,-827,-0.47911313607917966,80,66,67,1,-0.9555072749663812
4409124CE,17,5,22,1384,3480,4864,-2096,-0.9549763445310157,81,48,74,26,-0.21629896985225894
4409125CE,11,7,18,668,2310,2978,-1642,-0.7847305630990743,92,74,80,6,-0.8076656139435567
4409125SE,6,1,7,80,0,80,80,-0.13899656392329682,56,1,55,54,0.611614331875558
4409126CE,57,14,71,2291,3090,5381,-799,-0.4686133962551833,96,86,74,-12,-1.3398955936257249
4409126NE,43,1,44,167,0,167,167,-0.10637237232730806,67,4,67,63,0.877729321716642
4409127CE,25,14,39,1109,2640,3749,-1531,-0.7431065945110887,104,89,92,3,-0.8963706105572514
4409127CW,7,1,8,110,0,110,110,-0.1277468426833007,54,1,54,53,0.5820459996709931
4409127SE,18,1,19,1177,0,1177,1177,0.27236824275256144,85,1,85,84,1.4986642980125047
4409131CE,22,5,27,1103,840,1943,263,-0.07037326435932047,95,72,90,18,-0.45284562748877805
4409132CE,30,7,37,1051,2400,3451,-1349,-0.6748582856551122,100,79,84,5,-0.8372339461481216
4409132CW,2,1,3,20,0,20,20,-0.16149600640328907,30,1,29,28,-0.15716230544312915
4409133CE,23,8,31,1008,2520,3528,-1512,-0.7359817710590911,103,74,91,17,-0.48241395969334294
4409133NW,5,1,6,50,0,50,50,-0.15024628516329294,31,1,30,29,-0.12759397323856425
4409134CE,29,5,34,1030,2850,3880,-1820,-0.8514789091230512,86,68,77,9,-0.718960617329862
4409135CE,31,4,35,1131,2040,3171,-909,-0.5098623741351691,86,70,80,10,-0.6893922851252972
4409136CE,28,6,34,1161,2430,3591,-1269,-0.6448590290151226,91,73,87,14,-0.5711189563070376
4409137CE,29,5,34,1255,2670,3925,-1415,-0.6996076723831037,92,75,85,10,-0.6893922851252972
4409138CE,62,9,71,1141,1995,3136,-854,-0.48923788519517614,95,66,92,26,-0.21629896985225894
4409138NE,27,2,29,101,0,101,101,-0.13112175905529952,49,2,49,47,0.40463600644360376
4409138NW,8,1,9,59,0,59,59,-0.14687136879129412,45,1,44,43,0.28636267762534423
4409141CE,22,4,26,1334,660,1994,674,0.08374791662862643,81,44,72,28,-0.15716230544312915
4409141SE,8,5,13,51,0,51,51,-0.14987129445529307,37,2,37,35,0.04981601998882508
4409142CE,36,6,42,1203,1410,2613,-207,-0.24661889711925974,89,71,79,8,-0.748528949534427
4409143CE,38,4,42,1247,1350,2597,-103,-0.20761986348727318,92,72,81,9,-0.718960617329862
4409144CE,17,8,25,1045,1620,2665,-575,-0.3846154776632122,88,62,84,22,-0.3345722986705185
4409145CE,19,4,23,1550,1710,3260,-160,-0.22899433384326584,89,56,86,30,-0.09802564103399937
4409146CE,22,6,28,1017,1710,2727,-693,-0.42886438120719694,96,72,91,19,-0.42327729528421315
4409147CE,29,8,37,1152,2730,3882,-1578,-0.7607311577870827,112,97,101,4,-0.8668022783526865
4409148CE,36,6,42,1276,1440,2716,-164,-0.2304942966752653,89,68,87,19,-0.42327729528421315
4409151CE,68,6,74,1960,3600,5560,-1640,-0.7839805816830745,106,81,92,11,-0.6598239529207323
4409152CE,53,10,63,1419,1710,3129,-291,-0.2781181165912489,92,70,83,13,-0.6006872885116025
4409152CW,8,2,10,71,0,71,71,-0.14237148029529564,20,2,20,18,-0.45284562748877805
4409152SE,1,1,2,0,0,0,0,-0.1689958205632865,2,1,1,0,-0.9850756071709461
4409153CE,31,6,37,1485,1920,3405,-435,-0.3321167785432303,99,72,94,22,-0.3345722986705185
4409154CE,30,10,40,886,1650,2536,-764,-0.4554887214751878,88,64,82,18,-0.45284562748877805
4409154CW,5,2,7,0,0,0,0,-0.1689958205632865,9,2,7,5,-0.8372339461481216
4409154NW,5,4,9,50,0,50,50,-0.15024628516329294,41,5,39,34,0.020247687784260192
4409155CE,26,6,32,1010,1695,2705,-685,-0.425864455543198,93,71,82,11,-0.6598239529207323
4409155NE,1,2,3,0,0,0,0,-0.1689958205632865,3,2,1,-1,-1.014643939375511
4409155NW,5,1,6,50,0,50,50,-0.15024628516329294,49,1,48,47,0.40463600644360376
4409156CE,36,36,72,1317,4440,5757,-3123,-1.340091801646883,92,74,86,12,-0.6302556207161674
4409156NW,5,1,6,50,0,50,50,-0.15024628516329294,42,1,42,41,0.22722601321621444
4409156SE,1,4,5,3,180,183,-177,-0.23536917587926362,17,7,10,3,-0.8963706105572514
4409157CE,41,4,45,1436,1680,3116,-244,-0.260493553315255,83,71,71,0,-0.9850756071709461
4409158CE,43,4,47,1395,1380,2775,15,-0.16337095994328843,79,64,65,1,-0.9555072749663812
4409158CW,1,1,2,0,0,0,0,-0.1689958205632865,3,1,2,1,-0.9555072749663812
4409161CE,59,20,79,3816,2760,6576,1056,0.22699436708457707,123,89,113,24,-0.27543563426138873
4409161CW,35,4,39,246,0,246,246,-0.07674810639531826,75,3,74,71,1.1142759793531611
4409161NE,37,7,44,2733,2580,5313,153,-0.11162224223930625,93,74,82,8,-0.748528949534427
4409161NW,57,6,63,2752,780,3532,1972,0.5704858556124587,117,19,116,97,1.8830526166718482
4409162CE,61,14,75,1573,2700,4273,-1127,-0.5916103484791408,108,70,95,25,-0.24586730205682383
4409162NE,12,3,15,177,0,177,177,-0.10262246524730935,63,4,61,57,0.7003193284892527
4409162NW,15,3,18,381,0,381,381,-0.026124360815335708,72,3,70,67,0.9960026505349016
4409163CE,53,7,60,1077,1260,2337,-183,-0.23761912012726286,91,69,84,15,-0.5415506241024727
4409163CW,8,1,9,51,0,51,51,-0.14987129445529307,53,1,53,52,0.5524776674664282
4409163SW,5,3,8,11,0,11,11,-0.1648709227752879,22,3,20,17,-0.48241395969334294
4409164CE,34,13,47,1399,2700,4099,-1301,-0.6568587316711184,108,79,89,10,-0.6893922851252972
4409164CW,92,1,93,2161,0,2161,2161,0.6413590994244343,64,1,64,63,0.877729321716642
4409164NW,53,7,60,131,0,131,131,-0.11987203781530341,69,9,68,59,0.7594559928983825
4409164SE,7,1,8,50,0,50,50,-0.15024628516329294,40,2,38,36,0.07938435219338998
4409164SW,1,1,2,0,0,0,0,-0.1689958205632865,2,1,1,0,-0.9850756071709461
4409165CE,86,14,100,2805,0,2805,2805,0.8828531153763511,94,75,69,-6,-1.1624856003983355
4409165CW,7,64,71,110,0,110,110,-0.1277468426833007,81,76,53,-23,-1.6651472478759386
4409165NE,135,35,170,2293,2085,4378,208,-0.09099775329931335,99,78,90,12,-0.6302556207161674
4409165NW,43,1,44,144,0,144,144,-0.11499715861130509,77,1,77,76,1.2621176403759855
4409165SE,6,1,7,53,0,53,53,-0.14912131303929332,40,1,40,39,0.16808934880708465
4409165SW,2,4,6,3,0,3,3,-0.16787084843928687,6,4,2,-2,-1.044212271580076
4409166CE,143,17,160,2268,2340,4608,-72,-0.1959951515392772,121,103,109,6,-0.8076656139435567
4409166CW,12,4,16,96,0,96,96,-0.13299671259529888,69,4,68,64,0.9072976539212069
4409166NE,54,4,58,212,0,212,212,-0.08949779046731388,76,4,74,70,1.0847076471485964
4409166NW,59,6,65,279,0,279,279,-0.06437341303132253,84,7,81,74,1.2029809759668557
4409166SE,5,3,8,50,0,50,50,-0.15024628516329294,41,3,39,36,0.07938435219338998
4409167CE,20,14,34,1272,2850,4122,-1578,-0.7607311577870827,108,89,91,2,-0.9259389427618163
4409167CW,36,2,38,1495,0,1495,1495,0.39161528789652034,92,2,92,90,1.676074291239894
4409167NE,40,7,47,267,0,267,267,-0.06887330152732098,69,6,67,61,0.8185926573075123
4409167NW,77,7,84,4530,0,4530,4530,1.5297120866761282,131,6,131,125,2.710965918399665
4409167SE,5,2,7,50,0,50,50,-0.15024628516329294,39,2,37,35,0.04981601998882508
4409168CE,35,8,43,1194,1800,2994,-606,-0.3962401896112082,106,73,96,23,-0.3050039664659536
4409168NE,32,1,33,2177,0,2177,2177,0.6473589507524322,121,1,121,120,2.563124257376841
4409168SW,14,2,16,205,0,205,205,-0.09212272542331297,71,3,70,67,0.9960026505349016
4409171CE,44,9,53,1342,1770,3112,-428,-0.3294918435872312,103,80,88,8,-0.748528949534427
4409171NW,6,2,8,50,0,50,50,-0.15024628516329294,47,3,45,42,0.25679434542077934
4409171SW,51,2,53,192,60,252,132,-0.11949704710730354,71,1,71,70,1.0847076471485964
4409172CE,100,11,111,9589,2040,11629,7549,2.661809034127738,108,82,97,15,-0.5415506241024727
4409172NE,36,1,37,110,0,110,110,-0.1277468426833007,73,1,72,71,1.1142759793531611
4409172SE,31,1,32,100,0,100,100,-0.1314967497632994,55,1,54,53,0.5820459996709931
4409172SW,10,1,11,452,0,452,452,4.999794526551189e-4,58,1,58,57,0.7003193284892527
4409173CE,79,45,124,6954,1635,8589,5319,1.8255797552880262,121,95,108,13,-0.6006872885116025
4409173CW,12,8,20,147,0,147,147,-0.11387218648730547,43,6,41,35,0.04981601998882508
4409173NE,1,1,2,1,0,1,1,-0.16862082985528662,7,1,6,5,-0.8372339461481216
4409173NW,11,1,12,81,0,81,81,-0.13862157321529694,59,4,59,55,0.6411826640801229
4409173SE,12,10,22,77,0,77,77,-0.14012153604729644,37,11,33,22,-0.3345722986705185
4409173SW,10,2,12,91,0,91,91,-0.13487166613529825,47,2,46,44,0.31593100982990907
4409174CE,102,19,121,3403,960,4363,2443,0.7471064790803978,112,34,109,75,1.2325493081714207
4409174CW,136,43,179,2264,0,2264,2264,0.6799831423484209,105,22,101,79,1.3508226369896803
4409174NE,6,4,10,26,0,26,26,-0.15924606215528983,14,3,12,9,-0.718960617329862
4409174NW,16,10,26,1010,0,1010,1010,0.209744794516583,59,8,59,51,0.5229093352618633
4409174SE,162,5,167,21750,0,21750,21750,7.987052078433904,129,5,129,124,2.6813975861951005
4409174SW,37,38,75,1041,3796.2,4837.2,-2755.2,-1.2021702192445303,106,72,84,12,-0.6302556207161674
4409175CE,124,62,186,5410,4890,10300,520,0.025999347596646332,131,77,123,46,0.37506767423903886
4409175CW,14,2,16,25,0,25,25,-0.1596210528632897,35,2,33,31,-0.06845730882943447
4409175NE,60,5,65,675,0,675,675,0.084122907336626307,90,5,90,85,1.5282326302170697
4409175NW,83,6,89,1420,0,1420,1420,0.36349098479653,106,5,106,101,2.001325945490108
4409175SE,47,14,61,1075,0,1075,1075,0.2341191905365746,102,12,101,89,1.6465059590353293
4409175SW,7,2,9,71,0,71,71,-0.14237148029529564,58,2,58,56,0.6707509962846878
4409176CE,49,14,63,2065,1860,3925,205,-0.09212272542331297,108,71,103,32,-0.03888897662486959
4409176CW,14,1,15,252,0,252,252,-0.07449816214731904,50,2,49,47,0.40463600644360376
4409176NW,18,2,20,243,0,243,243,-0.07787307851931788,63,2,63,61,0.8185926573075123
4409176SE,7,2,9,0,0,0,0,-0.1689958205632865,9,2,7,5,-0.8372339461481216
4409177CE,47,9,56,2665,1350,4015,1315,0.3241169604565436,109,74,106,32,-0.03888897662486959
4409177NE,20,1,21,622,0,622,622,0.06424839981263315,74,1,74,73,1.173412643762291
4409177NW,20,5,25,366,0,366,366,-0.03174922143533377,77,5,74,69,1.0551393149440313
4409177SE,1,2,3,0,0,0,0,-0.1689958205632865,3,2,1,-1,-1.014643939375511
4409177SW,21,1,22,84,0,84,84,-0.13749660109129733,55,1,54,53,0.5820459996709931
4409178CE,54,26,80,1382,2820,4202,-1438,-0.7082324586671007,97,73,89,16,-0.5119822918979079
4409178CW,2,1,3,1,0,1,1,-0.16862082985528662,3,1,2,1,-0.9555072749663812
4409178NW,45,4,49,3352,0,3352,3352,1.0879730326522805,122,5,122,117,2.4744192607631463
4409178SE,3,1,4,27,0,27,27,-0.15887107144728996,14,2,13,11,-0.6598239529207323
4409181CE,43,7,50,1338,2700,4038,-1362,-0.6797331648591105,89,70,82,12,-0.6302556207161674
4409182CE,45,9,54,1270,2610,3880,-1340,-0.6714833692831134,90,71,77,6,-0.8076656139435567
4409183CE,115,22,137,1640,0,1640,1640,0.4459889405565016,105,26,103,77,1.2916859725805505
4409183CW,31,2,33,293,0,293,293,-0.059123543119324336,74,3,74,71,1.1142759793531611
4409183NE,33,20,53,1173,1560,2733,-387,-0.3141172245592365,110,58,98,40,0.19765768101164954
4409183NW,15,54,69,236,0,236,236,-0.08049801347531697,63,50,35,-15,-1.4286005902394194
4409183SE,5,1,6,50,0,50,50,-0.15024628516329294,42,1,41,40,0.19765768101164954
4409183SW,13,1,14,148,0,148,148,-0.1134971957793056,41,1,40,39,0.16808934880708465
4409184CE,145,15,160,5549,60,5609,5489,1.8893281756480043,119,59,117,58,0.7298876606938176
4409184CW,8,1,9,138,0,138,138,-0.11724710285930431,41,1,41,40,0.19765768101164954
4409184NE,11,2,13,66,0,66,66,-0.144246433835295,50,2,49,47,0.40463600644360376
4409184SE,17,6,23,90,0,90,90,-0.13524665684329812,42,6,40,34,0.020247687784260192
4409184SW,6,4,10,22,0,22,22,-0.16074602498728932,21,3,20,17,-0.48241395969334294
4409185CE,45,9,54,2682,2670,5352,12,-0.16449593206728802,98,65,89,24,-0.27543563426138873
4409185SW,1,20,21,0,3720,3720,-3720,-1.5639612543228059,38,37,2,-35,-2.0199672343307173
4409186CE,17,12,29,795,2820,3615,-2025,-0.9283520042630248,87,71,66,-5,-1.1329172681937705
4409187CE,73,8,81,10590,1110,11700,9480,3.3859160912754884,131,64,125,61,0.8185926573075123
4409187CW,11,1,12,104,0,104,104,-0.12999678693129993,56,2,55,53,0.5820459996709931
4409187NE,26,1,27,1385,0,1385,1385,0.35036631001653457,102,3,102,99,1.942189281080978
4409187SE,18,2,20,272,0,272,272,-0.06699834798732163,59,2,59,57,0.7003193284892527
4409187SW,126,10,136,3640,0,3640,3640,1.1959703565562432,123,13,122,109,2.237872603126627
4409188CE,60,17,77,3158,5100,8258,-1942,-0.8972277754990355,134,79,126,47,0.40463600644360376
4409188NE,7,1,8,50,0,50,50,-0.15024628516329294,59,1,58,57,0.7003193284892527
4409188SE,44,5,49,2611,0,2611,2611,0.8101049180243762,128,4,127,123,2.6518292539905355
4409241CE,16,22,38,827,360,1187,467,0.006124840072653181,102,80,82,2,-0.9259389427618163
4409241CW,20,2,22,412,90,502,322,-0.048248812587328084,92,25,90,65,0.9368659861257718
4409241NE,15,9,24,698,1740,2438,-1042,-0.5597361382991519,98,73,78,5,-0.8372339461481216
4409241NW,39,10,49,2906,1920,4826,986,0.2007450175245861,119,98,107,9,-0.718960617329862
4409241SE,44,8,52,3730,1680,5410,2050,0.5997351308364486,101,76,86,10,-0.6893922851252972
4409242CE,39,1,40,1617,0,1617,1617,0.4373641542725046,93,1,93,92,1.7352109556490238
4409242CW,7,1,8,20,0,20,20,-0.16149600640328907,26,1,25,24,-0.27543563426138873
4409251CE,37,11,48,2997,2850,5847,147,-0.11387218648730547,127,86,122,36,0.07938435219338998
4409251NE,7,1,8,252,0,252,252,-0.07449816214731904,71,5,69,64,0.9072976539212069
4409251SE,20,6,26,1278,1485,2763,-207,-0.24661889711925974,102,65,100,35,0.04981601998882508
4409251SW,13,1,14,304,30,334,274,-0.06624836657132188,75,2,74,72,1.1438443115577261
4409252CE,64,13,77,2358,2670,5028,-312,-0.2859929214592462,107,80,93,13,-0.6006872885116025
4409253CE,100,17,117,2114,3540,5654,-1426,-0.7037325701711022,93,75,84,9,-0.718960617329862
4409253CW,42,1,43,196,0,196,196,-0.09549764179531181,57,1,57,56,0.6707509962846878
4409261CE,54,4,58,1633,1380,3013,253,-0.07412317143931917,86,70,75,5,-0.8372339461481216
4409261SE,5,1,6,50,0,50,50,-0.15024628516329294,51,1,51,50,0.49334100305729844
4409262CE,55,7,62,2010,1050,3060,960,0.1909952591165895,77,64,69,5,-0.8372339461481216
4409262SE,7,1,8,60,0,60,60,-0.14649637808329424,44,1,43,42,0.25679434542077934
4409263CE,46,12,58,2230,1710,3940,520,0.025999347596646332,79,65,72,7,-0.7780972817389918
4409264CE,56,13,69,2962,990,3952,1972,0.5704858556124587,75,60,67,7,-0.7780972817389918
4409264NW,1,2,3,0,0,0,0,-0.1689958205632865,4,2,2,0,-0.9850756071709461
4409265CE,39,11,50,2119,1350,3469,769,0.11937203388861416,86,62,84,22,-0.3345722986705185
4409266CE,36,8,44,3222,1530,4752,1692,0.4654884573724949,83,65,78,13,-0.6006872885116025
4409271CE,62,5,67,2557,900,3457,1657,0.45236378259249943,88,63,85,22,-0.3345722986705185
4409272CE,36,12,48,1393,1560,2953,-167,-0.23161926879926492,91,70,80,10,-0.6893922851252972
4409272NW,21,2,23,680,0,680,680,0.08599786087662566,84,1,84,83,1.4690959658079399
4409273CE,55,28,83,2162,3095.4,5257.4,-933.4000000000001,-0.5190121474103659,98,88,85,-3,-1.0737806037846407
4409273NE,29,2,31,270,0,270,270,-0.06774832940332137,55,2,53,51,0.5229093352618633
4409273NW,6,1,7,50,0,50,50,-0.15024628516329294,36,1,36,35,0.04981601998882508
4409274CE,42,15,57,1533,1410,2943,123,-0.12287196347930238,86,66,77,11,-0.6598239529207323
4409274NE,1,31,32,10,1050,1060,-1040,-0.5589861568831521,66,64,17,-47,-2.374787220785496
4409275CE,45,30,75,1686,3900,5586,-2214,-0.9992252480750003,104,97,83,-14,-1.3990322580348546
4409275NW,16,1,17,307,0,307,307,-0.053873673207326146,40,1,40,39,0.16808934880708465
4409276CE,61,10,71,2791,1500,4291,1291,0.3151171834645467,90,75,78,3,-0.8963706105572514
4409276CW,8,1,9,1208,0,1208,1208,0.2839929547005574,59,1,58,57,0.7003193284892527
4409276SW,9,1,10,125,0,125,125,-0.12212198206330263,44,1,43,42,0.25679434542077934
4409277SE,9,64,73,46,8520,8566,-8474,-3.346667080154192,126,126,12,-114,-4.355865478491344
4409281CE,105,4,109,2350,870,3220,1480,0.3859904272765223,89,64,85,21,-0.36414063087508336
4409281CW,14,4,18,505,0,505,505,0.02037448697664827,66,4,62,58,0.7298876606938176
4409282CE,19,6,25,1518,900,2418,618,0.06274843698063368,94,68,85,17,-0.48241395969334294
4409283CE,42,3,45,2006,690,2696,1316,0.3244919511645435,87,60,85,25,-0.24586730205682383
4409284CE,26,8,34,1871,1200,3071,671,0.08262294450462683,78,55,71,16,-0.5119822918979079
4409284SE,5,1,6,50,0,50,50,-0.15024628516329294,40,1,39,38,0.13852101660251975
4409285CE,18,21,39,1479,8820,10299,-7341,-2.921802607990338,88,74,76,2,-0.9259389427618163
4409285CW,33,3,36,134,0,134,134,-0.11874706569130379,60,3,60,57,0.7003193284892527
4409285NW,20,5,25,1298,0,1298,1298,0.3177421184205458,107,5,107,102,2.0308942776946726
